Time,Reading
5370.87207,-66614
5371.472168,-66151
5372.071777,-64382
5372.671875,-76391
5373.271973,-82342
5373.87207,-84783
5374.472168,-85138
5375.071777,-82009
5375.671875,-77319
5376.271973,-62010
5376.87207,-56004
5377.472168,-59675
5378.071777,-62008
5378.671875,-60150
5379.271973,-71141
5379.87207,-70206
5380.472168,-66290
5381.071777,-66770
5381.671875,-67649
5382.271973,-68580
5382.87207,-70354
5383.472168,-68802
5384.071777,-71188
5384.671875,-70495
5385.271973,-69508
5385.87207,-57999
5386.472168,-56300
5387.071777,-55727
5387.671875,-51218
5388.271973,-52489
5388.87207,-53283
5389.472168,-58399
5390.071777,-62595
5390.671875,-73730
5391.271973,-75419
5391.87207,-67811
5392.472168,-73155
5393.071777,-71954
5393.671875,-70588
5394.271973,-73453
5394.87207,-73407
5395.472168,-72350
5396.071777,-72100
5396.671875,-68199
5397.271973,-62333
5397.87207,-63593
5398.472168,-61328
5399.071777,-59237
5399.671875,-59303
5400.271973,-60524
5400.87207,-64456
5401.472168,-62661
5402.071777,-61279
5402.671875,-66239
5403.271973,-67625
5403.87207,-68194
5404.472168,-70510
5405.071777,-68926
5405.671875,-67109
5406.271973,-65782
5406.87207,-56385
5407.472168,-57168
5408.071777,-56189
5408.671875,-53812
5409.271973,-53297
5409.87207,-44527
5410.472168,-53880
5411.071777,-56586
5411.671875,-56712
5412.271973,-60371
5412.87207,-63200
5413.472168,-81412
5414.071777,-80635
5414.671875,-80212
5415.271973,-83855
5415.87207,-72188
5416.472168,-62481
5417.071777,-70524
5417.671875,-69687
5418.271973,-68494
5418.87207,-69762
5419.472168,-69991
5420.071777,-70270
5420.671875,-68469
5421.271973,-65683
5421.87207,-61111
5422.472168,-61119
5423.071777,-63933
5423.671875,-62541
5424.271973,-63553
5424.87207,-63508
5425.472168,-63460
5426.071777,-62718
5426.671875,-63010
5427.271973,-63116
5427.87207,-63243
5428.472168,-61431
5429.071777,-62684
5429.671875,-65436
5430.271973,-63957
5430.87207,-64985
5431.472168,-67355
5432.071777,-66324
5432.671875,-67458
5433.271973,-67267
5433.87207,-67668
5434.472168,-64863
5435.071777,-67902
5435.671875,-65740
5436.271973,-65797
5436.87207,-67642
5437.472168,-65457
5438.071777,-64283
5438.671875,-57874
5439.271973,-50119
5439.87207,-64741
5440.472168,-67353
5441.071777,-63797
5441.671875,-65642
5442.271973,-60411
5442.87207,-59880
5443.472168,-58754
5444.071777,-55148
5444.671875,-54345
5445.271973,-68153
5445.87207,-71315
5446.472168,-66556
5447.071777,-57585
5447.671875,-55570
5448.271973,-66449
5448.87207,-70166
5449.472168,-66108
5450.071777,-68708
5450.671875,-68470
5451.271973,-68420
5451.87207,-69421
5452.472168,-69088
5453.071777,-70958
5453.671875,-71188
5454.271973,-68865
5454.87207,-65991
5455.472168,-67513
5456.071777,-69346
5456.671875,-71153
5457.271973,-78967
5457.87207,-83365
5458.472168,-79744
5459.071777,-76108
5459.671875,-74183
5460.271973,-67820
5460.87207,-62950
5461.472168,-73989
5462.071777,-66976
5462.671875,-73368
5463.271973,-64657
5463.87207,-70510
5464.472168,-65699
5465.071777,-60404
5465.671875,-59350
5466.271973,-38025
5466.87207,-40902
5467.472168,-45612
5468.071777,-59801
5468.671875,-58220
5469.271973,-59306
5469.87207,-68382
5470.472168,-71934
5471.071777,-68467
5471.671875,-68342
5472.271973,-64605
5472.87207,-64461
5473.472168,-62985
5474.071777,-59872
5474.671875,-62304
5475.271973,-63093
5475.87207,-68587
5476.472168,-64513
5477.071777,-69528
5477.671875,-66516
5478.271973,-58284
5478.87207,-50175
5479.472168,-61832
5480.071777,-71737
5480.671875,-70129
5481.271973,-76424
5481.87207,-63925
5482.472168,-71091
5483.071777,-62653
5483.671875,-55866
5484.271973,-57991
5484.87207,-56389
5485.472168,-58646
5486.071777,-57534
5486.671875,-55427
5487.271973,-56270
5487.87207,-57222
5488.472168,-62482
5489.071777,-61696
5489.671875,-64911
5490.271973,-64448
5490.87207,-62514
5491.472168,-66223
5492.071777,-60663
5492.671875,-60287
5493.271973,-65559
5493.87207,-62069
5494.472168,-65321
5495.071777,-65640
5495.671875,-70536
5496.271973,-67897
5496.87207,-69572
5497.472168,-68840
5498.071777,-72080
5498.671875,-70917
5499.271973,-59619
5499.87207,-55524
5500.472168,-56600
5501.071777,-59998
5501.671875,-59832
5502.271973,-61848
5502.87207,-58837
5503.472168,-56411
5504.071777,-66152
5504.671875,-71975
5505.271973,-69668
5505.87207,-78275
5506.472168,-92135
5507.071777,-96453
5507.671875,-97103
5508.271973,-93655
5508.87207,-89727
5509.472168,-84730
5510.071777,-84666
5510.671875,-86211
5511.271973,-82545
5511.87207,-80236
5512.472168,-80755
5513.071777,-81700
5513.671875,-79555
5514.271973,-79061
5514.87207,-78896
5515.472168,-78675
5516.071777,-78209
5516.671875,-78924
5517.271973,-78445
5517.87207,-81984
5518.472168,-85568
5519.071777,-83828
5519.671875,-83000
5520.271973,-81623
5520.87207,-79768
5521.472168,-77911
5522.071777,-73032
5522.671875,-72996
5523.271973,-70531
5523.87207,-70496
5524.472168,-66078
5525.071777,-68997
5525.671875,-66824
5526.271973,-62996
5526.87207,-60704
5527.472168,-62986
5528.071777,-57424
5528.671875,-58416
5529.271973,-52720
5529.87207,-56694
5530.472168,-54086
5531.071777,-57811
5531.671875,-57907
5532.271973,-60670
5532.87207,-58481
5533.472168,-56744
5534.071777,-57921
5534.671875,-42517
5535.271973,-17826
5535.87207,-17897
5536.472168,-19581
5537.071777,-17462
5537.671875,-37903
5538.271973,-55040
5538.87207,-72972
5539.472168,-103184
5540.071777,-115129
5540.671875,-113070
5541.271973,-106435
5541.87207,-92023
5542.472168,-95341
5543.071777,-88306
5543.671875,-88197
5544.271973,-77387
5544.87207,-57442
5545.472168,-59496
5546.071777,-55642
5546.671875,-73746
5547.271973,-64212
5547.87207,-62006
5548.472168,-66698
5549.071777,-63690
5549.671875,-71268
5550.271973,-72909
5550.87207,-66778
5551.472168,-87405
5552.071777,-69429
5552.671875,-60641
5553.271973,-49647
5553.87207,-36405
5554.472168,-39496
5555.071777,-45016
5555.671875,-42892
5556.271973,-52043
5556.87207,-55130
5557.472168,-54094
5558.071777,-60630
5558.671875,-60528
5559.271973,-58325
5559.87207,-54415
5560.472168,-55862
5561.071777,-51497
5561.671875,-36597
5562.271973,-40464
5562.87207,-41838
5563.472168,-40819
5564.071777,-43886
5564.671875,-45359
5565.271973,-46755
5565.87207,-45967
5566.472168,-43287
5567.071777,-43215
5567.671875,-46772
5568.271973,-53886
5568.87207,-44108
5569.472168,-55823
5570.071777,-42769
5570.671875,-39326
5571.271973,-36608
5571.87207,-28500
5572.472168,-13135
5573.071777,-6184
5573.671875,10915
5574.271973,24789
5574.87207,12650
5575.472168,35968
5576.071777,4998
5576.671875,-26788
5577.271973,-43445
5577.87207,-66855
5578.472168,-89733
5579.071777,-89113
5579.671875,-96157
5580.271973,-102442
5580.87207,-103964
5581.472168,-101682
5582.071777,-96001
5582.671875,-80286
5583.271973,-78522
5583.87207,-49791
5584.472168,-36221
5585.071777,-52048
5585.671875,-72787
5586.271973,-67802
5586.87207,-55736
5587.472168,-50477
5588.071777,-22134
5588.671875,7289
5589.271973,-20986
5589.87207,-47197
5590.472168,-63312
5591.071777,-62817
5591.671875,-62930
5592.271973,-77268
5592.87207,-83746
5593.472168,-68876
5594.071777,-71860
5594.671875,-65888
5595.271973,-83727
5595.87207,-61434
5596.472168,-61347
5597.071777,-66970
5597.671875,-60395
5598.271973,-54653
5598.87207,-51951
5599.472168,-75152
5600.071777,-48995
5600.671875,-52999
5601.271973,-57707
5601.87207,-49081
5602.472168,-55610
5603.071777,-57112
5603.671875,-48745
5604.271973,-84537
5604.87207,-53294
5605.472168,-49328
5606.071777,-72274
5606.671875,-68351
5607.271973,-40974
5607.87207,-90682
5608.472168,-56278
5609.071777,-73459
5609.671875,-52420
5610.271973,-41842
5610.87207,-49173
5611.472168,-36948
5612.071777,-67627
5612.671875,-61500
5613.271973,-68451
5613.87207,-70323
5614.472168,-62196
5615.071777,-74345
5615.671875,-67287
5616.271973,-69832
5616.87207,-79705
5617.472168,-60505
5618.071777,-51286
5618.671875,-57358
5619.271973,-65357
5619.87207,-41205
5620.472168,-87002
5621.071777,-56885
5621.671875,-89334
5622.271973,-65238
5622.87207,-76781
5623.472168,-62666
5624.071777,-97166
5624.671875,-63717
5625.271973,-57344
5625.87207,-51663
5626.472168,-69672
5627.071777,-60370
5627.671875,-52079
5628.271973,-63590
5628.87207,-81385
5629.472168,-53705
5630.071777,-55814
5630.671875,-64649
5631.271973,8388607
5631.87207,-55855
5632.472168,-59760
5633.071777,-57753
5633.671875,-60044
5634.271973,-64607
5634.87207,-65954
5635.472168,-66844
5636.071777,-68963
5636.671875,-71553
5637.271973,-69735
5637.87207,-53195
5638.472168,-59907
5639.071777,-63011
5639.671875,-52136
5640.271973,-79069
5640.87207,-56141
5641.472168,-63573
5642.071777,-58960
5642.671875,-70854
5643.271973,-54665
5643.87207,-65696
5644.472168,-63979
5645.071777,-57944
5645.671875,-73936
5646.271973,-64064
5646.87207,-69350
5647.472168,-75500
5648.071777,-69959
5648.671875,-71511
5649.271973,-66379
5649.87207,-64905
5650.472168,-63511
5651.071777,-61454
5651.671875,-56704
5652.271973,-62535
5652.87207,-67553
5653.472168,-60079
5654.071777,-61871
5654.671875,-59157
5655.271973,-64274
5655.87207,-67004
5656.472168,-61933
5657.071777,-69509
5657.671875,-74237
5658.271973,-63557
5658.87207,-63087
5659.472168,-66738
5660.071777,-72470
5660.671875,-70508
5661.271973,-57081
5661.87207,-63233
5662.472168,-63083
5663.071777,-77168
5663.671875,-64650
5664.271973,-67076
5664.87207,-75774
5665.472168,-85280
5666.071777,-56897
5666.671875,-85285
5667.271973,-55327
5667.87207,-68306
5668.472168,-66632
5669.071777,-65934
5669.671875,-61139
5670.271973,-69351
5670.87207,-60134
5671.472168,-62046
5672.071777,-51656
5672.671875,-50987
5673.271973,-60262
5673.87207,-51405
5674.472168,-60134
5675.071777,-64668
5675.671875,-79498
5676.271973,-55951
5676.87207,-49418
5677.472168,-64180
5678.071777,-16427
5678.671875,-99587
5679.271973,-55830
5679.87207,-44576
5680.472168,-54660
5681.071777,-58537
5681.671875,-59267
5682.271973,-70670
5682.87207,-47420
5683.472168,-27977
